business_status,formatted_address,name,permanently_closed,place_id,plus_code,rating,types,user_ratings_total,opening_hours,tag,price_level,results,lat,long
CLOSED_TEMPORARILY,"Bikaner - Agra Rd, Ashok Nagar, Shahganj, Agra, Uttar Pradesh 282010, India",Praacheen Hanuman Mandir,TRUE,ChIJSQwsz2J3dDkRzsi8EhQPyqY,"{'compound_code': '5XGR+CF Shahganj, Agra, Uttar Pradesh', 'global_code': '7JVV5XGR+CF'}",0,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",0,-1,hindu_temple,-1,-1,27.1760003,77.9912155
CLOSED_TEMPORARILY,"28/256, Pathwari, Belanganj, Civil Lines, Agra, Uttar Pradesh 282001, India",Chabda Ka Mandir,TRUE,ChIJjXTxH3R3dDkRoaqDL4zn88U,"{'compound_code': '52G5+9H Civil Lines, Agra, Uttar Pradesh', 'global_code': '7JVW52G5+9H'}",0,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",0,-1,hindu_temple,-1,-1,27.1758863,78.0089354
CLOSED_TEMPORARILY,"India, Agra, Uttar Pradesh, India",Bhatteswar Mandir,TRUE,ChIJEbASKiZ3dDkRD3i9n00TK9c,-1,0,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",0,-1,hindu_temple,-1,-1,27.1766701,78.0080745
CLOSED_TEMPORARILY,"Sheb Bazar, Mantola, Agra, Uttar Pradesh 282003, India",Krishana Mandir,TRUE,ChIJB5-z2ox3dDkRxI6eVOwfu_I,"{'compound_code': '52M8+HX Mantola, Agra, Uttar Pradesh', 'global_code': '7JVW52M8+HX'}",0,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",0,-1,hindu_temple,-1,-1,27.1839028,78.0174005
CLOSED_TEMPORARILY,"Agra, Agra Cantt, Idgah Colony, Agra, Uttar Pradesh 282001, India",Mandir,TRUE,ChIJba0w1MB2dDkRx07pdyBcZog,"{'compound_code': '5222+XR Idgah Colony, Agra, Uttar Pradesh', 'global_code': '7JVW5222+XR'}",4.3,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",4,-1,hindu_temple,-1,-1,27.1524907,78.002123
CLOSED_TEMPORARILY,"Sultanpura, Sultan Pura, Agra Cantt, Idgah Colony, Agra, Uttar Pradesh 282001, India",Temple,TRUE,ChIJOdCo3b13dDkRSsy94PTdEDE,"{'compound_code': '5X5V+VR Idgah Colony, Agra, Uttar Pradesh', 'global_code': '7JVV5X5V+VR'}",0,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",0,-1,hindu_temple,-1,-1,27.1596745,77.9945602
CLOSED_TEMPORARILY,"Adarsh Nagar, Chhipitola, Rakabganj, Agra, Uttar Pradesh 282001, India",Hunaman Mandir,TRUE,ChIJZ6mjqQ13dDkR8n3ca2q8CLA,"{'compound_code': '52C6+J9 Rakabganj, Agra, Uttar Pradesh', 'global_code': '7JVW52C6+J9'}",1,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",1,-1,hindu_temple,-1,-1,27.1715453,78.0109756
CLOSED_TEMPORARILY,"Rakabganj Rd, Chhipitola, Rakabganj, Agra, Uttar Pradesh 282001, India",Hunuman Temple,TRUE,ChIJV35A7WZ3dDkR5DYDFqLFNGk,"{'compound_code': '52F6+Q5 Rakabganj, Agra, Uttar Pradesh', 'global_code': '7JVW52F6+Q5'}",0,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",0,-1,hindu_temple,-1,-1,27.1743878,78.0104395
CLOSED_TEMPORARILY,"ईदगाह लुहारो की बगीची,नामनेर ,आगरा पिन कोड, 282001, India",शिव शक्ति मदिंर,TRUE,ChIJy34hrB13dDkRwpfBXDpwzMc,"{'compound_code': '5294+86 Rakabganj, Agra, Uttar Pradesh', 'global_code': '7JVW5294+86'}",0,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",0,-1,hindu_temple,-1,-1,27.1682946,78.005574
CLOSED_TEMPORARILY,"Fatehpur Sikri Rd, Naulakha, Sadar Bazar, Agra Cantt, Idgah Colony, Agra, Uttar Pradesh 282001, India",Pathvari Maa Ka Mandir,TRUE,ChIJzSvoNsl2dDkR6F0KUtXBpdg,"{'compound_code': '5246+9V Agra, Uttar Pradesh', 'global_code': '7JVW5246+9V'}",4.3,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",3,-1,hindu_temple,-1,-1,27.1559867,78.0121367
CLOSED_TEMPORARILY,"Nala Kazi Paba Rd, Chhipitola, Rakabganj, Agra, Uttar Pradesh 282001, India",Devi Ka Mandir,TRUE,ChIJr9PmQGB3dDkREthVEbZCXRo,"{'compound_code': '52G6+RJ Rakabganj, Agra, Uttar Pradesh', 'global_code': '7JVW52G6+RJ'}",0,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",0,-1,hindu_temple,-1,-1,27.1770567,78.0116036
OPERATIONAL,"Fatehabad Rd, Opp. Hotel Trident, Taj Nagari Phase 1, Tajganj, Agra, Uttar Pradesh 282001, India",Hotel The Taj Vilas,-1,ChIJUffaiihxdDkR-CX_MWL0-ts,"{'compound_code': '5355+5J Agra, Uttar Pradesh', 'global_code': '7JVW5355+5J'}",4.1,"['lodging', 'point_of_interest', 'establishment']",1797,-1,lodging,-1,-1,27.1579991,78.0590583
OPERATIONAL,"538, Taj East Gate Rd, Near Shilp Gram, Forest Colony, Tajganj, Agra, Uttar Pradesh 282001, India",Hotel Taj Resorts,-1,ChIJF0CMrRtxdDkRpym-yKpa8lk,"{'compound_code': '5392+8F Tajganj, Agra, Uttar Pradesh', 'global_code': '7JVW5392+8F'}",4,"['lodging', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",969,{'open_now': True},lodging,-1,-1,27.1682664,78.0511727
OPERATIONAL,"Daresi number 2 , Near agra fort railway station, from platform, Street Number 5, Agra, Uttar Pradesh 282003, India",Hotel Marwari,-1,ChIJy73FytJwdDkRbjQvJLBSX8A,"{'compound_code': '52M9+QV Agra, Uttar Pradesh', 'global_code': '7JVW52M9+QV'}",3.7,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",301,{'open_now': True},lodging,-1,-1,27.1843783,78.0196414
OPERATIONAL,"25-30 A, Fatehabad Rd, near Saga Emporium, Opposite Saga Emporium, Tajganj, Agra, Uttar Pradesh 282001, India",Hotel Taj Heritage by Alsafar India,-1,ChIJ8eQrcvlxdDkRK7xYWkCOoo0,"{'compound_code': '525X+56 Tajganj, Agra, Uttar Pradesh', 'global_code': '7JVW525X+56'}",3.8,"['lodging', 'point_of_interest', 'establishment']",146,{'open_now': True},lodging,-1,-1,27.1579208,78.0481236
OPERATIONAL,"Fatehabad Rd, Taj Nagri Phase 2, Raj Nagar, Agra, Uttar Pradesh 282001, India",Pearl Blue,-1,ChIJTRVH4mtxdDkRY0A6cgjr6VE,"{'compound_code': '5346+GX Agra, Uttar Pradesh', 'global_code': '7JVW5346+GX'}",3.7,"['lodging', 'point_of_interest', 'establishment']",630,{'open_now': True},lodging,-1,-1,27.1562516,78.0624062
OPERATIONAL,"Near Police Chowki, Baluganj, Rakabganj, Agra, Uttar Pradesh 282001, India",Hotel Maharani Residency,-1,ChIJkd3ScNN2dDkRM4zSnckS8JM,"{'compound_code': '5298+2R Rakabganj, Agra, Uttar Pradesh', 'global_code': '7JVW5298+2R'}",3.1,"['lodging', 'point_of_interest', 'establishment']",83,-1,lodging,-1,-1,27.167613,78.0170468
OPERATIONAL,"Taj East Gate Road Near Hotel Oberoi Amar Vilas Tajganj, Shilpgram, Agra, Uttar Pradesh 282001, India",Hotel Taj Plaza,-1,ChIJLS-BaxpxdDkRsWoSfizTM3Y,"{'compound_code': '529X+FW Agra, Uttar Pradesh', 'global_code': '7JVW529X+FW'}",3.7,"['lodging', 'point_of_interest', 'establishment']",697,{'open_now': True},lodging,-1,-1,27.1686529,78.049874
OPERATIONAL,"Taj Nagari Shilipgram Road, Fatehabad Rd, Agra, Uttar Pradesh 282001, India",Hotel Ravi Agra,-1,ChIJLQYPWhdxdDkRjbFV0hsNQzI,"{'compound_code': '5353+G8 Agra, Uttar Pradesh', 'global_code': '7JVW5353+G8'}",4.6,"['lodging', 'point_of_interest', 'establishment']",41,{'open_now': True},lodging,-1,-1,27.1587575,78.0532951
OPERATIONAL,"18/157, Purani Mandi, Tajganj, Agra, Uttar Pradesh 282006, India",HOTEL RUDRA VILAS,-1,ChIJ0yKIRf9xdDkRx1qZ24KgXrI,"{'compound_code': '528P+RH Tajganj, Agra, Uttar Pradesh', 'global_code': '7JVW528P+RH'}",3.9,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",30,{'open_now': True},lodging,-1,-1,27.1670732,78.036456
OPERATIONAL,"15/43-c mp pura near R K hospital, near sager hotel.& near tajmehal, Impeypura, Khairati Tola, Agra, Uttar Pradesh 282001, India",Guesthouse Radhe inn,-1,ChIJI-vqqXdxdDkRM09bUpL2Ms4,"{'compound_code': '527Q+PC Khairati Tola, Agra, Uttar Pradesh', 'global_code': '7JVW527Q+PC'}",4.1,"['lodging', 'point_of_interest', 'establishment']",37,{'open_now': True},lodging,-1,-1,27.1642554,78.0386018
OPERATIONAL,"H. No. 41, 131, Taj East Gate Rd, opposite 132KV Substation, Taj Nagari, Phase-I, Agra, Uttar Pradesh 282001, India",Headquarter Agra,-1,ChIJ-YganphxdDkRl1y8_SI96Ig,"{'compound_code': '5374+J6 Agra, Uttar Pradesh', 'global_code': '7JVW5374+J6'}",4.8,"['lodging', 'point_of_interest', 'establishment']",22,{'open_now': True},lodging,-1,-1,27.164125,78.0556211
OPERATIONAL,"Eastern Gate - Taj Mahal, 1/16 B, Agra, Uttar Pradesh 282001, India",Hotel Sheela,-1,ChIJye4YLh9xdDkRFcEwjjsQ7f4,"{'compound_code': '52CV+9R Agra, Uttar Pradesh', 'global_code': '7JVW52CV+9R'}",3.3,"['lodging', 'point_of_interest', 'establishment']",231,-1,lodging,-1,-1,27.1709857,78.0445781
OPERATIONAL,"MIG 23 , F- Block Taj Nagri phase 2 , pushpanjali colny phase 1 , Near Hotel, Orchid and Near Valentino shoes factory , before J.P Hotel Agra, Agra, Uttar Pradesh 282001, India",Friends Home Stay Agra,-1,ChIJR1ecD3ZxdDkRZc1uyJgSPwc,"{'compound_code': '43X7+HR Agra, Uttar Pradesh', 'global_code': '7JVW43X7+HR'}",4.6,"['lodging', 'point_of_interest', 'establishment']",114,{'open_now': True},lodging,-1,-1,27.1488976,78.0645186
OPERATIONAL,"Shilp gram Parking, Near, 6, Amarlok, Taj Link Rd, Agra, Uttar Pradesh 282001, India",Taj Haveli Agra,-1,ChIJmbspUBpxdDkRz4yY3zT2SZI,"{'compound_code': '5382+HF Agra, Uttar Pradesh', 'global_code': '7JVW5382+HF'}",4,"['lodging', 'point_of_interest', 'establishment']",320,{'open_now': True},lodging,-1,-1,27.1664674,78.0511911
OPERATIONAL,"Fatehabad Rd, Near KFC, Tajganj, Agra, Uttar Pradesh 282001, India","Crystal Sarovar Premiere, Agra",-1,ChIJCQP0rhNxdDkRSN9GFlLZ3FQ,"{'compound_code': '5342+W8 Tajganj, Agra, Uttar Pradesh', 'global_code': '7JVW5342+W8'}",4.3,"['lodging', 'point_of_interest', 'establishment']",3824,-1,lodging,-1,-1,27.1572614,78.0508423
OPERATIONAL,"A-15, Fatehabad Rd, Taj Nagri Phase 2, Tajganj, Agra, Uttar Pradesh 282001, India",Hotel Maple Grand & Restaurant,-1,ChIJtwPaFhNxdDkRQTvxtLbKuAQ,"{'compound_code': '5342+72 Tajganj, Agra, Uttar Pradesh', 'global_code': '7JVW5342+72'}",4.1,"['lodging', 'point_of_interest', 'establishment']",503,{'open_now': True},lodging,-1,-1,27.1556985,78.0500564
OPERATIONAL,"Eastern Gate - Taj Mahal, P-6, Taj Nagri, Near Shilp Gram, Tajganj, Agra, Uttar Pradesh 282001, India",Backpacker Panda,-1,ChIJR1-MKBBxdDkRNDdd9tCmFvE,"{'compound_code': '5373+CC Tajganj, Agra, Uttar Pradesh', 'global_code': '7JVW5373+CC'}",4.2,"['lodging', 'point_of_interest', 'establishment']",156,{'open_now': True},lodging,-1,-1,27.163583,78.053574
OPERATIONAL,"Fatehabad Rd, Nai basti, Rakabganj, Agra, Uttar Pradesh 282004, India",Palette - Hotel The Orient Taj,-1,ChIJwyOwrZ5xdDkR8LXl5Fl01iw,"{'compound_code': '5347+GG Rakabganj, Agra, Uttar Pradesh', 'global_code': '7JVW5347+GG'}",3.5,"['lodging', 'point_of_interest', 'establishment']",1110,{'open_now': True},lodging,-1,-1,27.156353,78.063843
OPERATIONAL,"Eastern Gate - Taj Mahal, Opposite Taj Nature Walk, Road, near Hotel The Oberoi Amarvilas, Agra, Uttar Pradesh 282001, India",ZIGZAG HOSTEL AGRA,-1,ChIJbyE9PHRxdDkRpRM0VooEdZk,"{'compound_code': '529X+V8 Agra, Uttar Pradesh', 'global_code': '7JVW529X+V8'}",4.8,"['lodging', 'point_of_interest', 'establishment']",87,{'open_now': True},lodging,-1,-1,27.1696907,78.0483505
CLOSED_TEMPORARILY,"Renuka Bagh, Bhur Ka Bagh, G.G.Puram, Kamla Nagar, Agra, Uttar Pradesh 282005, India",Nature Resort,TRUE,ChIJA6EV6h16dDkRxlS7t-dpID8,"{'compound_code': '62H9+85 Kamla Nagar, Agra, Uttar Pradesh', 'global_code': '7JVW62H9+85'}",3.6,"['lodging', 'point_of_interest', 'establishment']",296,-1,lodging,-1,-1,27.2283268,78.0179377
OPERATIONAL,"Jama masjid, Subash Bazar, Kinari Bazar, Hing ki Mandi, Mantola, Agra, Uttar Pradesh 282003, India",Subhan Allah hotel,-1,ChIJ6fgJWix3dDkR41AwpoTlMkE,"{'compound_code': '52J8+RH Agra, Uttar Pradesh', 'global_code': '7JVW52J8+RH'}",4.2,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",781,-1,mosque,-1,-1,27.1820725,78.0164309
CLOSED_TEMPORARILY,"State Highway 62 Agra Fort, Rakabganj, Agra, Uttar Pradesh 282003, India",Moti Masjid,TRUE,ChIJZ0a-gtRwdDkRyMyfmH871q4,"{'compound_code': '52JC+5J Rakabganj, Agra, Uttar Pradesh', 'global_code': '7JVW52JC+5J'}",4.4,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",328,-1,mosque,-1,-1,27.1803945,78.0216119
CLOSED_TEMPORARILY,"Agra Fort, Rakabganj, Agra, Uttar Pradesh 282003, India",Mina Masjid,TRUE,ChIJ86BPQdRwdDkRAV9aI_Hz8dQ,"{'compound_code': '52HF+G5 Rakabganj, Agra, Uttar Pradesh', 'global_code': '7JVW52HF+G5'}",4.3,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",17,-1,mosque,-1,-1,27.1788129,78.022946
CLOSED_TEMPORARILY,"Dharmapuri, Forest Colony, Tajganj, Agra, Uttar Pradesh 282001, India",Kau Ban Mosque,TRUE,ChIJ94ayayBxdDkRuMnKPyNtsa4,"{'compound_code': '52FR+X7 Tajganj, Agra, Uttar Pradesh', 'global_code': '7JVW52FR+X7'}",4.5,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",671,-1,mosque,-1,-1,27.1749686,78.0406731
OPERATIONAL,"Agra Fort, Rakabganj, Agra, Uttar Pradesh 282003, India",Nagina Masjid,-1,ChIJxdUQ5f_yVzkR8gCpl94a0JM,"{'compound_code': '52HF+Q2 Rakabganj, Agra, Uttar Pradesh', 'global_code': '7JVW52HF+Q2'}",4.5,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",110,{'open_now': True},mosque,-1,-1,27.1793784,78.0225313
CLOSED_TEMPORARILY,"Shaheed Nagar, Tajganj, Agra, Uttar Pradesh 282001, India",Big Mosque,TRUE,ChIJVdnkCT9xdDkRqpNkywIxD6s,"{'compound_code': '523Q+WR Tajganj, Agra, Uttar Pradesh', 'global_code': '7JVW523Q+WR'}",4.2,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",26,-1,mosque,-1,-1,27.1548633,78.039571
CLOSED_TEMPORARILY,"Sewala Jat, Panchkuian, Rakabganj, Agra, Uttar Pradesh 282001, India",Shia Masjid In Agra,TRUE,ChIJEbASKiZ3dDkRmydE3bySC5M,-1,2.5,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",2,-1,mosque,-1,-1,27.1766701,78.0080745
CLOSED_TEMPORARILY,"Indra Puri, New Agra Colony, Agra, Uttar Pradesh 282005, India","Choti masjid, Dargah agra",TRUE,ChIJNUZK91B3dDkRJfhH92ycHr8,"{'compound_code': '6266+M3 New Agra Colony, Agra, Uttar Pradesh', 'global_code': '7JVW6266+M3'}",4.6,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",5,-1,mosque,-1,-1,27.2116711,78.0101817
CLOSED_TEMPORARILY,"New Khwas Pura, Saraikhwaja, Agra, Uttar Pradesh 282001, India",Nayi Masjid (Near by Agra Cantt),TRUE,ChIJNfmDse92dDkRqM3ld3tpaw4,"{'compound_code': '5X5P+3W Agra, Uttar Pradesh', 'global_code': '7JVV5X5P+3W'}",3.4,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",5,-1,mosque,-1,-1,27.1576513,77.9873102
CLOSED_TEMPORARILY,"Bodla, Lohamandi, Agra, Uttar Pradesh 282007, India",Lal Masjid,TRUE,ChIJCfkD9L13dDkRFJXfCoL0Nw8,"{'compound_code': '5XR5+R4 Lohamandi, Agra, Uttar Pradesh', 'global_code': '7JVV5XR5+R4'}",4,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",49,-1,mosque,-1,-1,27.1920052,77.9578012
CLOSED_TEMPORARILY,"Bain Bazar, Sikandra, Agra, Uttar Pradesh 282007, India",Akbari Masjid Sikandra Agra,TRUE,ChIJU0o3pxx5dDkRG6Cwf7vKhK0,"{'compound_code': '6XC3+4X Sikandra, Agra, Uttar Pradesh', 'global_code': '7JVV6XC3+4X'}",4.1,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",13,-1,mosque,-1,-1,27.2202628,77.9548853
CLOSED_TEMPORARILY,"Sector 11, Avas Vikas Colony, Lohamandi, Agra, Uttar Pradesh 282007, India",Madina Masjid,TRUE,ChIJ-6HWppp3dDkRXA8Qefp9jiY,"{'compound_code': '6X37+83 Lohamandi, Agra, Uttar Pradesh', 'global_code': '7JVV6X37+83'}",4.4,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",17,-1,mosque,-1,-1,27.2032544,77.9626389
CLOSED_TEMPORARILY,"Chipitol Road, Chakki Paat, Munda para, Rakabganj, Agra, Uttar Pradesh 282001, India",Shahi Humam Masjid,TRUE,ChIJ-V0UiSl3dDkRGbTzVRwLnTM,"{'compound_code': '52G7+5C Agra, Uttar Pradesh', 'global_code': '7JVW52G7+5C'}",4.6,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",49,-1,mosque,-1,-1,27.1754375,78.0135172
CLOSED_TEMPORARILY,"Shop No. 32/8, Taj Rd, Agra Cantt, Idgah Colony, Agra, Uttar Pradesh 282001, India",Lodhi Masjid,TRUE,ChIJ3fAycDNxdDkR8lCbCU_E_Zk,"{'compound_code': '525C+8R Idgah Colony, Agra, Uttar Pradesh', 'global_code': '7JVW525C+8R'}",3.6,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",9,-1,mosque,-1,-1,27.1583165,78.0220032
CLOSED_TEMPORARILY,"Bodla, Rahul Nagar, Foundry Nagar, Agra, Uttar Pradesh, India",Husheni Masjid,TRUE,ChIJM2T--L53dDkRnsZKoZXJcYY,"{'compound_code': '5XQ3+HQ Agra, Uttar Pradesh', 'global_code': '7JVV5XQ3+HQ'}",4.2,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",37,-1,mosque,-1,-1,27.1889534,77.9543938
CLOSED_TEMPORARILY,"Dashehara Ghat Rd, Taj East Gate, Forest Colony, Tajganj, Agra, Uttar Pradesh 282001, India",Kali Masjid - Sandli Masjid,TRUE,ChIJ97p9QB9xdDkR2jFeFBVw278,"{'compound_code': '52CV+RH Tajganj, Agra, Uttar Pradesh', 'global_code': '7JVW52CV+RH'}",5,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",2,-1,mosque,-1,-1,27.1720437,78.0439751
CLOSED_TEMPORARILY,"Mall Rd, Agra Cantt, Idgah Colony, Agra, Uttar Pradesh 282001, India",Noori Masjid,TRUE,ChIJUcxTyeh2dDkRQURe3StUQuc,"{'compound_code': '5X5R+99 Idgah Colony, Agra, Uttar Pradesh', 'global_code': '7JVV5X5R+99'}",4.3,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",19,-1,mosque,-1,-1,27.1583816,77.9909446
CLOSED_TEMPORARILY,"Kinari Bazar, Kaserat Bazar, Tajganj, Agra, Uttar Pradesh 282001, India",Akbar Masjid,TRUE,ChIJNarXReJxdDkRgm8Dq-duD-c,"{'compound_code': '529R+CX Tajganj, Agra, Uttar Pradesh', 'global_code': '7JVW529R+CX'}",3.7,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",3,-1,mosque,-1,-1,27.1685935,78.0424266
CLOSED_TEMPORARILY,"Sarai Khawaja Rasoolpur Agra Cantt, Uttar Pradesh 282001, India",Kale Kha Ki Masjid,TRUE,ChIJyTI6deV2dDkRnJlZL14MnkQ,"{'compound_code': '5X6Q+J6 Idgah Colony, Agra, Uttar Pradesh', 'global_code': '7JVV5X6Q+J6'}",4.3,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",12,-1,mosque,-1,-1,27.1615766,77.9880254
OPERATIONAL,"India House 25, 161/1, Bypass Rd, Gandhi Nagar, Agra, Uttar Pradesh 282003, India",Udupi Brindavan Vegetarian Restaurant,-1,ChIJnUUAdE53dDkRVAbBZ9vNEYY,"{'compound_code': '6256+9G Agra, Uttar Pradesh', 'global_code': '7JVW6256+9G'}",4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",1491,{'open_now': True},restaurant,2,-1,27.2084546,78.0113394
OPERATIONAL,"Basement Ratandeep Complex, 18-A/7-B, Fatehabad Rd, Bagichi, Tajganj, Agra, Uttar Pradesh 282001, India",The Silk Route,-1,ChIJUX4sjzxxdDkREwjNwpYuam8,"{'compound_code': '526Q+Q2 Tajganj, Agra, Uttar Pradesh', 'global_code': '7JVW526Q+Q2'}",3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",267,{'open_now': True},restaurant,2,-1,27.1619101,78.0375333
OPERATIONAL,"1/51 Raja Mandi Station Road, Delhi - Mathura Hwy, Agra, Uttar Pradesh 282002, India",Annjal Restaurant,-1,ChIJezs6RNl3dDkRSiKeQrfY3iU,"{'compound_code': '5XWX+57 Agra, Uttar Pradesh', 'global_code': '7JVV5XWX+57'}",4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",163,{'open_now': True},restaurant,-1,-1,27.1954981,77.9981581
OPERATIONAL,"3rd Floor, Saket Mall, 75/76, Bypass Rd, Jama Masjid, Sheb Bazar, Mantola, Agra, Uttar Pradesh 282003, India",Saket Restaurant Agra,-1,ChIJ0UscH053dDkR4-YMKaSUxGw,-1,3.4,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",34,{'open_now': True},restaurant,-1,-1,27.182931,78.016685
OPERATIONAL,"264, Station Road, Agra Cantonment, Opposite Police Chowk, Agra, 282001, India",Prem Restaurant,-1,ChIJ94B60eh2dDkR0OV-9YxhaKA,-1,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",6,{'open_now': True},restaurant,-1,-1,27.1580889,77.9913956
OPERATIONAL,"Opp. Kalakriti Bus Parking, Near Kalakriti Cultural, and Convention Centre V.I.P Road To Taj Mahal, Fatehabad Rd, Agra, Uttar Pradesh 282001, India",Public Restaurant Agra,-1,ChIJIamhmpBxdDkRGY-MFiycApI,"{'compound_code': '5366+FX Agra, Uttar Pradesh', 'global_code': '7JVW5366+FX'}",4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",19,{'open_now': True},restaurant,-1,-1,27.1612203,78.0624062
OPERATIONAL,"Shop No. 5/298, Top Khana Road, MG Road, Ghalibpura Road, Nai ki Mandi, Rakabganj, Agra, Uttar Pradesh 282002, India",Ghalib Restaurant,-1,ChIJ304FYSN3dDkR0Y-sPd3FcKg,"{'compound_code': '52M2+6M Rakabganj, Agra, Uttar Pradesh', 'global_code': '7JVW52M2+6M'}",3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",75,{'open_now': True},restaurant,-1,-1,27.1830092,78.0016834
OPERATIONAL,"No.26, 118, Mahatma Gandhi Rd, opposite Income Tax Office, Sanjay Palace, Sanjay Place, Lohamandi, Agra, Uttar Pradesh 282002, India",Aahar Fast Food & Restaurant,-1,ChIJiRLV4kZ3dDkRTud5jZqjgOg,"{'compound_code': '52X3+RV Lohamandi, Agra, Uttar Pradesh', 'global_code': '7JVW52X3+RV'}",4,"['restaurant', 'food', 'point_of_interest', 'establishment']",1909,{'open_now': True},restaurant,2,-1,27.1995102,78.0047247
OPERATIONAL,"21/9, Emporium Block, Sanjay Place, Agra, Uttar Pradesh 282002, India",Flavours,-1,ChIJe6JtFUd3dDkRKVLRK_eaiBk,"{'compound_code': '52X3+CH Agra, Uttar Pradesh', 'global_code': '7JVW52X3+CH'}",4,"['restaurant', 'food', 'point_of_interest', 'establishment']",126,{'open_now': True},restaurant,-1,-1,27.1985353,78.0039122
OPERATIONAL,"Jageshwar Complex, Basement, Bodla Rd, Shahganj, Agra, Uttar Pradesh 282010, India",Swad Restaurant,-1,ChIJGQQxe6R3dDkRS4Hw-FJZh84,"{'compound_code': '5XP8+M8 Shahganj, Agra, Uttar Pradesh', 'global_code': '7JVV5XP8+M8'}",3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",113,{'open_now': True},restaurant,-1,-1,27.1866681,77.9657798
OPERATIONAL,"50-A, Taj Rd, Sadar Bazar, Agra Cantt, Idgah Colony, Agra, Uttar Pradesh 282001, India",New Garden Restaurant,-1,ChIJq6qqq892dDkRccJoUEE2tEU,"{'compound_code': '5257+G6 Idgah Colony, Agra, Uttar Pradesh', 'global_code': '7JVW5257+G6'}",3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",21,{'open_now': True},restaurant,-1,-1,27.158751,78.0130851
OPERATIONAL,"Shankar Mandal Rd, Agra, Uttar Pradesh 282001, India",Taj Rasoi,-1,ChIJpawUSglxdDkR9z5q8I8mKkE,"{'compound_code': '5366+G2 Agra, Uttar Pradesh', 'global_code': '7JVW5366+G2'}",3,"['restaurant', 'food', 'point_of_interest', 'establishment']",53,{'open_now': True},restaurant,-1,-1,27.1613209,78.0600255
OPERATIONAL,"Plot No 3, Chanakya Puri, Sulahkul Nagar, Lohamandi, Agra, Uttar Pradesh 282010, India",Gurgaonwala Restaurant,-1,ChIJs0MDUQ93dDkR1xM-ylpTd8M,"{'compound_code': '5XMF+PP Lohamandi, Agra, Uttar Pradesh', 'global_code': '7JVV5XMF+PP'}",4,"['restaurant', 'food', 'point_of_interest', 'establishment']",233,{'open_now': True},restaurant,-1,-1,27.1842669,77.9743675
OPERATIONAL,"Jaipur House, in front of Commercial Tax, Jaipur House Market, Khatehna, Jaipur House Colony, Agra, Uttar Pradesh 282002, India",Jain Restaurant,-1,ChIJ51vIkhF3dDkRXNqRHqIi9HE,"{'compound_code': '5XQP+6M Agra, Uttar Pradesh', 'global_code': '7JVV5XQP+6M'}",4,"['restaurant', 'food', 'point_of_interest', 'establishment']",116,{'open_now': True},restaurant,1,-1,27.188103,77.986707
