business_status,formatted_address,name,permanently_closed,place_id,plus_code,rating,types,user_ratings_total,opening_hours,tag,price_level,lat,long
CLOSED_TEMPORARILY,"Sambhaji Colony, Mathura Nagar, N-6, Cidco, Aurangabad, Maharashtra 431003, India",Maruti Temple,TRUE,ChIJjQUe9imj2zsRPk4Wxz4qpUs,"{'compound_code': 'V9M4+W4 Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQV9M4+W4'}",0,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",0,-1,hindu_temple,-1,19.8847743,75.3553615
CLOSED_TEMPORARILY,"Aurangabad,, N 7, Cidco, Aurangabad, Maharashtra 431003, India",दुर्गा माता मंदिर,TRUE,ChIJ4X7CRrmi2zsRdg9NbM-qtYw,"{'compound_code': 'V9R5+QX Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQV9R5+QX'}",5,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",1,-1,hindu_temple,-1,19.8919469,75.3599248
CLOSED_TEMPORARILY,"N 7, Cidco, Aurangabad, Maharashtra 431003, India",Mahadev Mandir,TRUE,ChIJS3Uk8b6i2zsRgLdWWufCa38,"{'compound_code': 'V9Q6+C7 Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQV9Q6+C7'}",4.6,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",7,-1,hindu_temple,-1,19.8885363,75.3606829
CLOSED_TEMPORARILY,"Sambhaji Colony, E- Sector, N-6, Sambhaji Nagar, Aurangabad, Maharashtra 431003, India",Satya Shiv Mahadev Mandir,TRUE,ChIJYZZ7fL2i2zsRKNeingYvTv8,"{'compound_code': 'V9P4+24 Sambhaji Nagar, Aurangabad, Maharashtra', 'global_code': '7JFQV9P4+24'}",4.5,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",4,-1,hindu_temple,-1,19.885081,75.355274
CLOSED_TEMPORARILY,"Renuka Nagar, N 7, Cidco, Aurangabad, Maharashtra 431003, India",Shree Datt Mandir,TRUE,ChIJB4O0R7mi2zsRDpFK0VTI2O4,"{'compound_code': 'V9R6+P2 Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQV9R6+P2'}",5,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",2,-1,hindu_temple,-1,19.8917865,75.36001
CLOSED_TEMPORARILY,"Gulmohar Colony, Sahyadri Nagar, N 5, Cidco, Aurangabad, Maharashtra 431003, India",Ashtavinayak Mandir,TRUE,ChIJOWZmyvuj2zsRHCIXxXSqHNE,"{'compound_code': 'V9J6+PF Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQV9J6+PF'}",0,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",0,-1,hindu_temple,-1,19.8818052,75.3612492
CLOSED_TEMPORARILY,"Jayalaxmi Colony, Savarkar Nagar, N 5, Cidco, Aurangabad, Maharashtra 431003, India",Hanuman Temple,TRUE,ChIJK4SLzpSi2zsRwn_v2Cvw01k,"{'compound_code': 'V9J7+MJ Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQV9J7+MJ'}",4.8,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",4,-1,hindu_temple,-1,19.8816504,75.364095
CLOSED_TEMPORARILY,"Plot no. 35/B, Shivdutta Society, N-8, CIDCO, Shivdatta Housing Society, N 8, Yashashri Colony N 8, Aurangabad, Maharashtra 431003, India",Datta Mandir,TRUE,ChIJW4BVL-Sj2zsRu4nk4CP9xAE,"{'compound_code': 'V9Q4+RQ Yashashri Colony N 8, Aurangabad, Maharashtra', 'global_code': '7JFQV9Q4+RQ'}",0,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",0,-1,hindu_temple,-1,19.8896224,75.3569644
CLOSED_TEMPORARILY,"Sambhaji Colony, Mathura Nagar, N-6, Cidco, Aurangabad, Maharashtra 431003, India",Dakshin Mukhi Hanuman Mandir,TRUE,ChIJFV3urJei2zsRskr8soAALXA,"{'compound_code': 'V9J4+W7 Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQV9J4+W7'}",4.1,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",14,-1,hindu_temple,-1,19.882358,75.355665
CLOSED_TEMPORARILY,"Plot no 514, Avishkar Colony, N-6, Cidco, Aurangabad, Maharashtra 431003, India",ISKCON BACE,TRUE,ChIJAQAA05Wi2zsRXSGUeWZ5WPQ,"{'compound_code': 'V9J5+MW Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQV9J5+MW'}",4.5,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",2,-1,hindu_temple,-1,19.8817009,75.3597518
CLOSED_TEMPORARILY,"Avishkar Colony, N-6, Cidco, Aurangabad, Maharashtra 431003, India",Shree Guruchi Bavdi Devsthan,TRUE,ChIJE_vxyJWi2zsR48RNduIofps,"{'compound_code': 'V9M5+4X Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQV9M5+4X'}",4.3,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",3,-1,hindu_temple,-1,19.8828429,75.359939
CLOSED_TEMPORARILY,"Aurangabad, N 7, Cidco, Aurangabad, Maharashtra 431003, India",Tridevata Mandir,TRUE,ChIJTxft0Lii2zsR_Im7y0FIlQk,"{'compound_code': 'V9R6+PR Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQV9R6+PR'}",4.5,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",8,-1,hindu_temple,-1,19.891759,75.3621149
CLOSED_TEMPORARILY,"Near, Central Naka Rd, Sambhaji Colony, Mathura Nagar, N-6, Cidco, Aurangabad, Maharashtra 431003, India",Shri Mahadev Mandir,TRUE,ChIJO92ygr2i2zsRjveFf27dVd4,"{'compound_code': 'V9P4+68 Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQV9P4+68'}",5,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",9,-1,hindu_temple,-1,19.885517,75.355847
CLOSED_TEMPORARILY,"Bambu Galli, Nawabpura, Mondha, Aurangabad, Maharashtra 431001, India",Mahalaxmi Mata Mandir Kuwarfalli Aurangabad,TRUE,ChIJTUzVYAuY2zsRMzhvPCNMuqk,"{'compound_code': 'V8MP+V8 Mondha, Aurangabad, Maharashtra', 'global_code': '7JFQV8MP+V8'}",4.1,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",7,-1,hindu_temple,-1,19.8847456,75.335751
CLOSED_TEMPORARILY,"N8-A/26A, Shivdatta Housing Society, N 8, Cidco, Aurangabad, Maharashtra 431003, India",Sankatmochan Shri Hanuman Mandir,TRUE,ChIJrUe1HVqj2zsREFRiYrQ47Cs,"{'compound_code': 'V9Q5+RH Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQV9Q5+RH'}",0,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",0,-1,hindu_temple,-1,19.889508,75.3589747
CLOSED_TEMPORARILY,"Unnamed Road, Mahada Colony, Deolai, Aurangabad, Maharashtra 431005, India",Tridevta Temple,TRUE,ChIJAW_QkiCj2zsRLmk5fuymnFQ,"{'compound_code': 'R8XV+3G Deolai, Aurangabad, Maharashtra', 'global_code': '7JFQR8XV+3G'}",0,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",0,-1,hindu_temple,-1,19.847667,75.3437672
CLOSED_TEMPORARILY,"N-6, M G M, Aurangabad, Maharashtra 431003, India",Devi Mandir,TRUE,ChIJD2eN-pai2zsRFvdfrhKTVxo,"{'compound_code': 'V9J4+HH M G M, Aurangabad, Maharashtra', 'global_code': '7JFQV9J4+HH'}",4.4,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",16,-1,hindu_temple,-1,19.8813803,75.3563962
CLOSED_TEMPORARILY,"Near Ghatnandra, Tq. Sillod, Maharashtra, India",Jogeshwari temple,TRUE,ChIJtwAbpMyj2zsRDbFuns1yS-o,-1,5,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",2,-1,hindu_temple,-1,19.8761653,75.3433139
CLOSED_TEMPORARILY,"Kailash Nagar Rd, Kailash Nagar, Mondha, Aurangabad, Maharashtra 431001, India",Jwala Dass Math Kailash Nagar Aurangabad Maharashtra,TRUE,ChIJNxUiw3WY2zsR6ndJFk0aUoE,"{'compound_code': 'V8HQ+9R Mondha, Aurangabad, Maharashtra', 'global_code': '7JFQV8HQ+9R'}",4.2,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",5,-1,hindu_temple,-1,19.8784344,75.3395498
OPERATIONAL,"Dr Bhapkar Marg, Bansilal Nagar, New Usmanpura, Aurangabad, Maharashtra 431005, India",Ginger Aurangabad,-1,ChIJj0XYPLKi2zsRWL_4tDOMb_o,"{'compound_code': 'V889+WM Aurangabad, Maharashtra', 'global_code': '7JFQV889+WM'}",4,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",1168,{'open_now': True},lodging,-1,19.8672794,75.3191761
OPERATIONAL,"Padma Pany Colony, Railway Station Road, Aurangabad, Maharashtra 431005, India",Asia Lodge,-1,ChIJ4WzZ4F6Y2zsRrRoKqlYm05s,"{'compound_code': 'V867+FF Aurangabad, Maharashtra', 'global_code': '7JFQV867+FF'}",3.2,"['lodging', 'point_of_interest', 'establishment']",196,{'open_now': True},lodging,-1,19.861242,75.3137161
OPERATIONAL,"5-14-34, Adalat Rd, beside Raymond's Men Wear, Kranti Chowk, Snehnagar, Konkanwadi, Aurangabad, Maharashtra 431001, India",Zostel,-1,ChIJtX55CTSZ2zsR-NnGsHpT4Eg,"{'compound_code': 'V8CG+WM Konkanwadi, Aurangabad, Maharashtra', 'global_code': '7JFQV8CG+WM'}",4.4,"['lodging', 'point_of_interest', 'establishment']",391,{'open_now': True},lodging,-1,19.8722696,75.3267228
OPERATIONAL,"8-N-12, Dr Rafiq Zakaria Marg, Rauza Bagh, Cidco, Aurangabad, Maharashtra 431003, India",Vivanta Aurangabad,-1,ChIJgW5zzgyY2zsRzq4aTj_mNkw,"{'compound_code': 'W85W+2H Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQW85W+2H'}",4.4,"['lodging', 'point_of_interest', 'establishment']",2098,-1,lodging,-1,19.907598,75.346467
OPERATIONAL,"Next to D-Mart, Hudco Corner,, Beside Taj Vivanta, CIDCO N-12,, Aurangabad, Maharashtra 431003, India",7 Apple Hotel - Aurangabad,-1,ChIJRcQQolS92zsRsC8_sc6Tp2M,"{'compound_code': 'W85W+8G Aurangabad, Maharashtra', 'global_code': '7JFQW85W+8G'}",4,"['lodging', 'point_of_interest', 'establishment']",1188,{'open_now': True},lodging,-1,19.908354,75.34631
OPERATIONAL,"R-3, Jalna Road, Chilkalthana, Aurangabad, Maharashtra 431003, India","Welcomhotel Rama International, Aurangabad",-1,ChIJdWkgnxWY2zsR-rrhHKxbQDg,"{'compound_code': 'V9G5+9G Chilkalthana, Aurangabad, Maharashtra', 'global_code': '7JFQV9G5+9G'}",4.4,"['lodging', 'point_of_interest', 'establishment']",4979,{'open_now': True},lodging,-1,19.8758946,75.3588411
OPERATIONAL,"Plot No.6, Jalna Road, Aurangabad, Maharashtra 431005, India",OYO 8997 Angeethi Hotel,-1,ChIJmx2dbpCi2zsRiTimUn2IuJ0,"{'compound_code': 'V9F3+WG Aurangabad, Maharashtra', 'global_code': '7JFQV9F3+WG'}",3.5,"['lodging', 'point_of_interest', 'establishment']",141,{'open_now': True},lodging,-1,19.874834,75.353842
OPERATIONAL,"Khadkeshwar Rd, Near Police Commissioner Office, Khadkeshwar, Aurangabad, Maharashtra 431001, India",Hotel Citizen Executive,-1,ChIJ-ctECBWY2zsRQaA7Pyxoxpc,"{'compound_code': 'V8M9+RX Khadkeshwar, Aurangabad, Maharashtra', 'global_code': '7JFQV8M9+RX'}",3.9,"['lodging', 'point_of_interest', 'establishment']",156,{'open_now': False},lodging,-1,19.884563,75.3199609
OPERATIONAL,"Opp. Akashwani, Jalna Road, Aurangabad, Maharashtra 431001, India",Treebo Trend Bagga International - Hotel in Aurangabad,-1,ChIJSUPtyGiY2zsRobwP8nW0RXs,"{'compound_code': 'V8GV+J8 Aurangabad, Maharashtra', 'global_code': '7JFQV8GV+J8'}",3.9,"['lodging', 'point_of_interest', 'establishment']",1028,{'open_now': True},lodging,-1,19.876615,75.343312
OPERATIONAL,"Railway Station Road, Beside Railway Station, Padampani Colony, MIDC, Aurangabad, Maharashtra 431001, India",Hotel Pariwar Lodging,-1,ChIJ-RSN1F6Y2zsR0022_l-fRKE,"{'compound_code': 'V866+CV Aurangabad, Maharashtra', 'global_code': '7JFQV866+CV'}",4,"['lodging', 'point_of_interest', 'establishment']",65,-1,lodging,-1,19.861088,75.312207
OPERATIONAL,"1, Aurangpura - Samarthnagar Rd, Shardashram Colony, Shahgunj, Aurangabad, Maharashtra 431001, India",OYO 13647 Hotel Kohinoor Plaza,-1,ChIJTWfsf2yY2zsRkLqglbjSfio,"{'compound_code': 'V8JG+73 Shahgunj, Aurangabad, Maharashtra', 'global_code': '7JFQV8JG+73'}",3.6,"['lodging', 'point_of_interest', 'establishment']",842,{'open_now': True},lodging,-1,19.8807425,75.3252081
OPERATIONAL,"Plot No. 5/6/229, A.P. Heights, behind Gopal Cultural Hall, New Usmanpura, Aurangabad, Maharashtra 431005, India",OYO 1000 Hotel Admiral Suites Aurangabad,-1,ChIJVVVVFWSY2zsRamjlxGUeEz8,"{'compound_code': 'V8CH+32 New Usmanpura, Aurangabad, Maharashtra', 'global_code': '7JFQV8CH+32'}",3.7,"['lodging', 'point_of_interest', 'establishment']",547,{'open_now': True},lodging,-1,19.8702148,75.3275071
OPERATIONAL,"Opposite Railway Station, Rajnagar, MIDC, Aurangabad, Maharashtra 431005, India",Hotel Holiday Era Lodging,-1,ChIJSY05LlmY2zsRGp5trxDB74Y,"{'compound_code': 'V866+GJ Aurangabad, Maharashtra', 'global_code': '7JFQV866+GJ'}",3.7,"['lodging', 'point_of_interest', 'establishment']",234,{'open_now': True},lodging,-1,19.8613511,75.3115448
OPERATIONAL,"Kranti Chowk, opp. Rani Lakshmibai Park, Snehnagar, Konkanwadi, Aurangabad, Maharashtra 431001, India",The Manor Hotel,-1,ChIJS4Ukz2-Y2zsRlu3LxgzAHmM,"{'compound_code': 'V8CH+X5 Aurangabad, Maharashtra', 'global_code': '7JFQV8CH+X5'}",3.9,"['lodging', 'point_of_interest', 'establishment']",1725,-1,lodging,-1,19.8724461,75.3279877
OPERATIONAL,"C/13, Jalna Road, Kailash Nagar, Mondha, Aurangabad, Maharashtra 431001, India",OYO 4085 Hotel Riviera Executive,-1,ChIJzV7-Z-ui2zsRGRHJNFnhDlw,"{'compound_code': 'V8GR+CR Aurangabad, Maharashtra', 'global_code': '7JFQV8GR+CR'}",3.7,"['lodging', 'point_of_interest', 'establishment']",535,{'open_now': True},lodging,-1,19.876059,75.3420916
OPERATIONAL,"2, N2, Cidco Mahajan Colony, Near API Corner 2, near API Corner, Mayanagar Colony, N 2, Cidco, Aurangabad, Maharashtra 431001, India",OYO 61154 Shree Balaji Lodging,-1,ChIJi_M13cOj2zsR2pQ92QfZwRo,"{'compound_code': 'V9FC+5R Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQV9FC+5R'}",3.4,"['lodging', 'point_of_interest', 'establishment']",19,-1,lodging,-1,19.8729645,75.3720465
OPERATIONAL,"26, Aurangabad - Phulambri - Sillod Rd, Gurunagar Housing Society, Shivdatta Housing Society, N 8, Cidco, Aurangabad, Maharashtra 431003, India","Atithi Hotel , Aurangabad",-1,ChIJe3Lalbui2zsRa7qGdDEQ0Uk,"{'compound_code': 'V9G3+3R Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQV9G3+3R'}",4,"['lodging', 'point_of_interest', 'establishment']",96,-1,lodging,-1,19.8751553,75.3545698
OPERATIONAL,"2 Opp .Dr Zavar Hospital,Near Anjali Big cinema, Khadkeshwar, Aurangabad, Maharashtra 431001, India",OYO 11548 Hotel Mrunal Palace,-1,ChIJKcFtkhSY2zsRVgYCGZB-2eg,"{'compound_code': 'V8MF+M2 Khadkeshwar, Aurangabad, Maharashtra', 'global_code': '7JFQV8MF+M2'}",3.5,"['lodging', 'point_of_interest', 'establishment']",301,{'open_now': True},lodging,-1,19.884134,75.322524
OPERATIONAL,"Plot No 10, Jalna Road Vidyanagar, Near, Seven Hills Flyover Rd, Aurangabad, Maharashtra 431005, India",Hotel Janki Executive,-1,ChIJE8pcQJCi2zsRs9NK-L3T4Z4,"{'compound_code': 'V9F3+QQ Aurangabad, Maharashtra', 'global_code': '7JFQV9F3+QQ'}",3.6,"['lodging', 'point_of_interest', 'establishment']",213,-1,lodging,-1,19.8744938,75.354475
OPERATIONAL,"Motiwala Trade Centre, Nirala Bazaar, adjacent to KFC, Aurangabad, Maharashtra 431003, India",Hotel Pearls Aurangabad,-1,ChIJn5p2ZmuY2zsRXmYehWFJRSM,"{'compound_code': 'V8JF+48 Aurangabad, Maharashtra', 'global_code': '7JFQV8JF+48'}",4,"['lodging', 'point_of_interest', 'establishment']",484,{'open_now': True},lodging,-1,19.8802552,75.3233581
CLOSED_TEMPORARILY,"Sambhaji Colony, Mathura Nagar, N-6, Cidco, Aurangabad, Maharashtra 431003, India",Aman Masjid,TRUE,ChIJSc3Sg72i2zsR93_oJAonfR0,"{'compound_code': 'V9P4+39 Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQV9P4+39'}",3.9,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",36,-1,mosque,-1,19.8852069,75.355975
CLOSED_TEMPORARILY,"Station Rd, Buddi lane, Naralibag, Aurangabad, Maharashtra 431001, India",Jama Mosque,TRUE,ChIJpUUt-xCY2zsRmugKDwZGQ8Q,"{'compound_code': 'V8RG+JC Naralibag, Aurangabad, Maharashtra', 'global_code': '7JFQV8RG+JC'}",4.7,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",2390,-1,mosque,-1,19.8915478,75.3260378
CLOSED_TEMPORARILY,"Gulmohar Colony, Sahyadri Nagar, N 5, Cidco, Aurangabad, Maharashtra 431003, India",Masjid,TRUE,ChIJP3Jt0yij2zsRtjHeftyG4Pg,"{'compound_code': 'V9J6+7G Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQV9J6+7G'}",5,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",1,-1,mosque,-1,19.8806251,75.3612636
CLOSED_TEMPORARILY,"Cidco, Main Rd, behind chistiya masjid, N-6, Cidco, Aurangabad, Maharashtra 431001, India",MODERN TOUCH,TRUE,ChIJ6Y1fFZSi2zsRHEU-8lohHqM,"{'compound_code': 'V9J6+C3 Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQV9J6+C3'}",3.7,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",159,-1,mosque,-1,19.8810979,75.360235
CLOSED_TEMPORARILY,"I & II Floor, Masjid Islam Batais,, Central Naka Rd, Indira Nagar, Jaswantpura, Aurangabad, Maharashtra 431001, India",Masjid Islam Batais & Madrasa Usman Ghani,TRUE,ChIJ8eE_95ei2zsRaTaNptNW_m0,"{'compound_code': 'V9M3+F7 Jaswantpura, Aurangabad, Maharashtra', 'global_code': '7JFQV9M3+F7'}",4.7,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",82,-1,mosque,-1,19.8837477,75.35315
CLOSED_TEMPORARILY,"Govt.College, Qila Arq, Aurangabad, Maharashtra 431004, India",Shahi Masjid,TRUE,ChIJgR2-gwWY2zsRQm9iTRi65bQ,"{'compound_code': 'V8VM+W5 Aurangabad, Maharashtra', 'global_code': '7JFQV8VM+W5'}",4.9,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",75,-1,mosque,-1,19.8948487,75.3329532
CLOSED_TEMPORARILY,"Bari Colony, Kiradpura, Aurangabad, Maharashtra 431003, India",ABUBAKAR MASJID,TRUE,ChIJL6nQQ6Ki2zsRNyVMDavpiik,"{'compound_code': 'V8PX+9H Kiradpura, Aurangabad, Maharashtra', 'global_code': '7JFQV8PX+9H'}",4.8,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",81,-1,mosque,-1,19.8858929,75.3488946
CLOSED_TEMPORARILY,"Motiwala Nagar, Indira Nagar, M G M, Aurangabad, Maharashtra 431003, India",Amanullah Motiwala Masjid,TRUE,ChIJjcU66Zmi2zsR9gXpf-0CQkQ,"{'compound_code': 'V9H2+WP M G M, Aurangabad, Maharashtra', 'global_code': '7JFQV9H2+WP'}",4.6,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",161,-1,mosque,-1,19.8797555,75.3517568
CLOSED_TEMPORARILY,"Ajabnagar, Aurangabad, Maharashtra 431001, India",Chhota Takiya Nahri Masjid T.T.S,TRUE,ChIJPQWq722Y2zsRjJefYEKNvBg,"{'compound_code': 'V8HH+2H Ajabnagar, Aurangabad, Maharashtra', 'global_code': '7JFQV8HH+2H'}",4.5,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",50,-1,mosque,-1,19.877597,75.328963
CLOSED_TEMPORARILY,"255, 8-19-255, Cidco Rd, Bari Colony, Kiradpura, Aurangabad, Maharashtra 432001, India",Masjid Bari,TRUE,ChIJ3ZAqS6Ki2zsRfilYsXCIlXY,"{'compound_code': 'V8PX+RF Kiradpura, Aurangabad, Maharashtra', 'global_code': '7JFQV8PX+RF'}",4.7,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",31,-1,mosque,-1,19.8870954,75.3486911
CLOSED_TEMPORARILY,"Near Clock Tower, Shahgunj, Aurangabad, Maharashtra 431001, India",Shahganj Masjid,TRUE,ChIJD80FdgyY2zsRsYqKuT2D7_A,"{'compound_code': 'V8PP+R4 Shahgunj, Aurangabad, Maharashtra', 'global_code': '7JFQV8PP+R4'}",4.4,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",907,-1,mosque,-1,19.8870503,75.3353528
CLOSED_TEMPORARILY,"Central Naka Rd, Indira Nagar, M G M, Aurangabad, Maharashtra 431003, India",Qamar Masjid,TRUE,ChIJU1kZj5ei2zsRsTYtQfTFh50,"{'compound_code': 'V9M3+28 M G M, Aurangabad, Maharashtra', 'global_code': '7JFQV9M3+28'}",4.6,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",14,-1,mosque,-1,19.8825632,75.3533548
CLOSED_TEMPORARILY,"Near, Lane Number 8, New Baijipura, Indira Nagar, M G M, Aurangabad, Maharashtra 431001, India",Noor Masjid,TRUE,ChIJqcGSYpii2zsReujbo0NSidY,"{'compound_code': 'V9M2+92 M G M, Aurangabad, Maharashtra', 'global_code': '7JFQV9M2+92'}",4.8,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",92,-1,mosque,-1,19.8834551,75.350049
CLOSED_TEMPORARILY,"Aurangabad, Rahemania Colony, Jaswantpura, Aurangabad, Maharashtra 431003, India",Masjid-e-Ilyas,TRUE,ChIJcQxHu7yi2zsR3Us2TSgIVcg,"{'compound_code': 'V9Q3+VH Jaswantpura, Aurangabad, Maharashtra', 'global_code': '7JFQV9Q3+VH'}",4.5,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",39,-1,mosque,-1,19.889658,75.3538865
CLOSED_TEMPORARILY,"255, 8-19-255, Cidco Rd, Bari Colony, Kiradpura, Aurangabad, Maharashtra 431001, India",Anas Masjid,TRUE,ChIJG7FIz6Oi2zsR4NgnXrX9c5Q,"{'compound_code': 'V8QX+36 Kiradpura, Aurangabad, Maharashtra', 'global_code': '7JFQV8QX+36'}",4.6,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",34,-1,mosque,-1,19.8877096,75.3480993
CLOSED_TEMPORARILY,"Roshan Gate, Wahed Colony, Sharif Colony, Jaswantpura, Aurangabad, Maharashtra 431003, India",Mubarak Masjid,TRUE,ChIJIRw2f6Gi2zsRq3BBhkk6hf4,"{'compound_code': 'V8PW+RM Jaswantpura, Aurangabad, Maharashtra', 'global_code': '7JFQV8PW+RM'}",4.7,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",30,-1,mosque,-1,19.8870291,75.3467106
CLOSED_TEMPORARILY,"3-11-1487, Indira Nagar, Mondha, Aurangabad, Maharashtra 431003, India",Masjid Bin Raashid,TRUE,ChIJ2_ZhwJii2zsRgfSd1zpoXFU,"{'compound_code': 'V8MX+38 Mondha, Aurangabad, Maharashtra', 'global_code': '7JFQV8MX+38'}",4.5,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",6,-1,mosque,-1,19.8826452,75.348327
CLOSED_TEMPORARILY,"431003, Rahemania Colony, Jaswantpura, Aurangabad, Maharashtra 431003, India",Arfat Masjid,TRUE,ChIJD8KvG6Si2zsRDVIPpbPX4F8,"{'compound_code': 'V8RX+82 Jaswantpura, Aurangabad, Maharashtra', 'global_code': '7JFQV8RX+82'}",4.5,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",21,-1,mosque,-1,19.8908624,75.3475548
CLOSED_TEMPORARILY,"Rahemania Colony, Jaswantpura, Aurangabad, Maharashtra 431001, India",Pasha Masjid,TRUE,ChIJJ8MNlqSi2zsRbTDmCjnolo0,"{'compound_code': 'V9R2+GG Jaswantpura, Aurangabad, Maharashtra', 'global_code': '7JFQV9R2+GG'}",4.8,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",15,-1,mosque,-1,19.891281,75.351349
CLOSED_TEMPORARILY,"Jinsi Police Station Rd, Baijipura, Kaiser Colony, Mondha, Aurangabad, Maharashtra 431003, India",Ganj E Shahida Masjid,TRUE,ChIJy2NU3KGi2zsRivRtooVinyw,"{'compound_code': 'V8MW+P7 Aurangabad, Maharashtra', 'global_code': '7JFQV8MW+P7'}",4.6,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",169,-1,mosque,-1,19.8843121,75.345627
OPERATIONAL,"to, Gajanan Maharaj Mandir Rd, Chetan Super Market, Trimurti Chowk, Lokmitra Colony, Trimurti Chowk, Aurangabad, Maharashtra 431001, India",Sai Panchvati Veg Restaurant,-1,ChIJN4Goe4Oi2zsR1bBCj15WAUs,"{'compound_code': 'V8CW+2J Aurangabad, Maharashtra', 'global_code': '7JFQV8CW+2J'}",3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",244,-1,restaurant,-1,19.8700245,75.3465457
OPERATIONAL,"G-14, Town Center, Cidco, Aurangabad, Maharashtra 431003, India",Jalsa Restaurant Pure Veg,-1,ChIJ_0Nl3JOi2zsR2PeNf9VfD5E,"{'compound_code': 'V9G5+XP Aurangabad, Maharashtra', 'global_code': '7JFQV9G5+XP'}",3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",155,{'open_now': True},restaurant,-1,19.8774831,75.3593338
OPERATIONAL,"N11, MH MSH 8, National Colony, Rauza Baug, N 2, Cidco, Aurangabad, Maharashtra 431003, India",Patelsaab Family Restaurant,-1,ChIJ86c7dB2j2zsRmUCHJ3O4HKE,"{'compound_code': 'W84V+HH Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQW84V+HH'}",4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",134,-1,restaurant,-1,19.9064943,75.3439105
OPERATIONAL,"Connaught, Cidco, Aurangabad, Maharashtra 431001, India",Flames Restaurant,-1,ChIJCaMmObuj2zsRkoWiX2pg2QI,"{'compound_code': 'V9G7+H8 Aurangabad, Maharashtra', 'global_code': '7JFQV9G7+H8'}",4,"['restaurant', 'food', 'point_of_interest', 'establishment']",373,{'open_now': True},restaurant,-1,19.8764222,75.363337
