business_status,formatted_address,name,permanently_closed,place_id,plus_code,rating,types,user_ratings_total,opening_hours,tag,price_level,lat,long
OPERATIONAL,"Goodwill complex, Kamgar Chowk, Mayanagar Colony, N 2, Cidco, Aurangabad, Maharashtra 431003, India",Laadli Hotel,-1,ChIJOwahh_Ki2zsRqRoE91QBXas,"{'compound_code': 'V9F8+CW Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQV9F8+CW'}",3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",2122,{'open_now': True},restaurant,2,19.8735554,75.367344
OPERATIONAL,"Bajrang Chowk Rd, Shri Nagar Colony, N 5, Cidco, Aurangabad, Maharashtra 431003, India",Hotel Dashmesh,-1,ChIJCd_3X76i2zsRKI3LTseBLE8,"{'compound_code': 'V9P6+J7 Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQV9P6+J7'}",3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",625,{'open_now': True},restaurant,2,19.8865673,75.3606604
OPERATIONAL,"Dnyantirth Housing Society, Yashashri Colony, N 8, Cidco, Aurangabad, Maharashtra 431003, India",Surbhi Family Restaurant,-1,ChIJSWE2Trmi2zsRgC4Fr0ZVL_4,"{'compound_code': 'V9R5+HR Aurangabad, Maharashtra', 'global_code': '7JFQV9R5+HR'}",3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",198,{'open_now': True},restaurant,-1,19.8914308,75.3595171
OPERATIONAL,"1st, Food Court, Prozone Mall, API Rd, MIDC Industrial Area, Chilkalthana, Aurangabad, Maharashtra 431006, India",Barbeque Nation - Aurangabad - Prozone Mall,-1,ChIJD1N5jnij2zsRgz2InVbPAFc,"{'compound_code': 'V9GC+PX Chilkalthana, Aurangabad, Maharashtra', 'global_code': '7JFQV9GC+PX'}",4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",1407,{'open_now': False},restaurant,3,19.8767531,75.3724719
OPERATIONAL,"Darga Rd, New SBH Colony, Jyoti Nagar, Shahnoorwadi, Aurangabad, Maharashtra 431001, India",Balaji South Indian Center,-1,ChIJgaNLdn6Y2zsR249qegOctdE,"{'compound_code': 'V86P+P5 Shahnoorwadi, Aurangabad, Maharashtra', 'global_code': '7JFQV86P+P5'}",4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",777,{'open_now': True},restaurant,1,19.8618368,75.3354943
OPERATIONAL,"Chetan Super Market, Trimurti Chowk, Lokmitra Colony, trimurti Chowk, Aurangabad, Maharashtra 431107, India",Surajcreation,-1,ChIJ43OIcIOi2zsRLZqEYpQWMAE,"{'compound_code': 'V89W+XG Aurangabad, Maharashtra', 'global_code': '7JFQV89W+XG'}",4,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",121,{'open_now': True},restaurant,-1,19.8699912,75.346279
OPERATIONAL,"Beed Bypass Rd, Gopi Nath Pura, Satara Deolai Parisar, Aurangabad, Maharashtra 431007, India","Little Italy Restaurant, Aurangabad",-1,ChIJKyYerYu92zsRR_qw_Q5hoN4,"{'compound_code': 'R9X7+W3 Satara Deolai Parisar, Aurangabad, Maharashtra', 'global_code': '7JFQR9X7+W3'}",4,"['restaurant', 'food', 'point_of_interest', 'establishment']",209,{'open_now': True},restaurant,3,19.8498251,75.3626932
OPERATIONAL,"Gopal Tea Circle, Gurudwara Rd, New Usmanpura, Aurangabad, Maharashtra 431001, India",Veg Petals,-1,ChIJz176c2WY2zsRaFOiT6KKP0I,"{'compound_code': 'V89G+QR New Usmanpura, Aurangabad, Maharashtra', 'global_code': '7JFQV89G+QR'}",4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",142,{'open_now': True},restaurant,-1,19.8694563,75.3270071
OPERATIONAL,"Sut Girni Rd, Garkheda Area, Ulkanagari, Aurangabad, Maharashtra 431005, India",Mrignayani Restaurant and Bar,-1,ChIJF2GhqICi2zsRjtmUPLK16aw,"{'compound_code': 'V86W+9H Ulkanagari, Aurangabad, Maharashtra', 'global_code': '7JFQV86W+9H'}",3.9,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",469,{'open_now': True},restaurant,2,19.8609829,75.3464159
OPERATIONAL,"Shop No. A1-A3 Motiwala Complex, Nirala Bazar, Aurangabad, Maharashtra 431001, India",Kareem's,-1,ChIJgcWxZmuY2zsRkjaXlru4lcA,"{'compound_code': 'V8JF+48 Nirala Bazar, Aurangabad, Maharashtra', 'global_code': '7JFQV8JF+48'}",4,"['restaurant', 'food', 'point_of_interest', 'establishment']",770,{'open_now': True},restaurant,-1,19.8802716,75.3233486
OPERATIONAL,"Shyam Chambers, Bhanudas Sabhahgrah Railway Station Rd, Bansilal Nagar, Aurangabad, Maharashtra 431005, India",Tandoor Restaurant & Bar,-1,ChIJQ_vE312Y2zsRKTBLWYDjW_g,"{'compound_code': 'V878+QM Aurangabad, Maharashtra', 'global_code': '7JFQV878+QM'}",3.8,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",637,{'open_now': False},restaurant,2,19.8644336,75.3166524
OPERATIONAL,"Amba - Apsara Cinema Rd, opposite Big Cinemas, Khadkeshwar, Aurangabad, Maharashtra 431001, India","Zalak Restaurant, Pure Non-Veg",-1,ChIJk6ssjhSY2zsRF6jtP2ZIsXY,"{'compound_code': 'V8MF+M4 Khadkeshwar, Aurangabad, Maharashtra', 'global_code': '7JFQV8MF+M4'}",4,"['restaurant', 'food', 'point_of_interest', 'establishment']",233,{'open_now': False},restaurant,-1,19.8842345,75.3228141
CLOSED_TEMPORARILY,"Petrol Pump, Near, Darak Towers, Besides Thakkar Furniture, New Usmanpura, Aurangabad, Maharashtra 431005, India",Guzzlers Lounge & Rooftop,TRUE,ChIJ48X2oeSZ2zsRmcJyFzo5J58,"{'compound_code': 'V8CG+3C New Usmanpura, Aurangabad, Maharashtra', 'global_code': '7JFQV8CG+3C'}",4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",182,-1,restaurant,-1,19.870168,75.3260831
OPERATIONAL,"Prozone Mall, Jalgaon Rd, MIDC Industrial Area, MIDC, Aurangabad, Maharashtra 431006, India",Barbeque Nation,-1,ChIJLw0Mhe2j2zsRQB_IqqUcTU0,"{'compound_code': 'V9R8+VP MIDC, Aurangabad, Maharashtra', 'global_code': '7JFQV9R8+VP'}",4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",11,-1,restaurant,-1,19.8921431,75.3668717
OPERATIONAL,"At Great Punjab Hotel, Dr Bhapkar Marg, next to Monginis cake shop, Aurangabad, Maharashtra 431001, India",Kabab junction,-1,ChIJI5TQXCeZ2zsRmfuGQxyVp2s,"{'compound_code': 'V866+HR Aurangabad, Maharashtra', 'global_code': '7JFQV866+HR'}",4,"['restaurant', 'food', 'point_of_interest', 'establishment']",119,{'open_now': True},restaurant,-1,19.8614567,75.3120682
CLOSED_TEMPORARILY,"Buddi Ln, Irani Hotel, Buddi lane, Nirala bag, Aurangabad, Maharashtra 431001, India",Sagar Restaurant,TRUE,ChIJiaIsvRGY2zsRc-mrkBW8XMQ,"{'compound_code': 'V8QG+WX Aurangabad, Maharashtra', 'global_code': '7JFQV8QG+WX'}",3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",1685,-1,restaurant,2,19.8898333,75.3273759
OPERATIONAL,"Grishneswar temple Road, Aurangabad, Maharashtra 431101, India",Aurangabad Caves,-1,ChIJWzUoEZKX2zsR2jqcrqrKKZg,"{'compound_code': 'W886+VQ Aurangabad, Maharashtra', 'global_code': '7JFQW886+VQ'}",4.4,"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",2259,-1,synagogue,-1,19.9172401,75.3118973
OPERATIONAL,"182, Jalna Road, Mondha Naka, Sindhi Colony, Aurangabad, Maharashtra 431001, India",Sant Nirankari Satsang Bhawan,-1,ChIJB9W0dXeY2zsRNSvwL96kx58,"{'compound_code': 'V8FQ+56 Sindhi Colony, Aurangabad, Maharashtra', 'global_code': '7JFQV8FQ+56'}",5,"['point_of_interest', 'establishment']",10,-1,synagogue,-1,19.872885,75.3381212
CLOSED_TEMPORARILY,"Gadiya Vihar Road, Indranagar, Gadia Vihar, Aurangabad, Maharashtra 431005, India",Alamgir Masjid,TRUE,ChIJVVj2aXmi2zsR8OEwD6LDCVA,"{'compound_code': 'V83W+99 Gadia Vihar, Aurangabad, Maharashtra', 'global_code': '7JFQV83W+99'}",4.4,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",52,-1,synagogue,-1,19.8534052,75.3459656
OPERATIONAL,"N-9 Plot No 5/6, Hudco, N-9, Krishna Nagar, Near T V Centre, Krishna Nagar, Aurangabad, Maharashtra 431005, India",Sant Nirankari Mandal,-1,ChIJY7xpoxWY2zsRIpdu0sdM13k,-1,0,"['point_of_interest', 'establishment']",0,-1,synagogue,-1,19.8761653,75.3433139
CLOSED_TEMPORARILY,"Begumpura, Aurangabad, Maharashtra 431004, India",Bibi Ka Maqbara,TRUE,ChIJeZwvBR-Y2zsR-bTNN48wRgg,"{'compound_code': 'W82C+H3 Aurangabad, Maharashtra', 'global_code': '7JFQW82C+H3'}",4.2,"['tourist_attraction', 'point_of_interest', 'establishment']",22559,-1,synagogue,-1,19.9014599,75.3202216
OPERATIONAL,"NH 211, Verul, Maharashtra 431102, India",Grishneshwar Temple,-1,ChIJZ8oGV_2T2zsRHKcGvH2UW9E,"{'compound_code': '25F9+WQ Verul, Maharashtra', 'global_code': '7JGQ25F9+WQ'}",4.7,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",72,{'open_now': True},synagogue,-1,20.0248666,75.1694506
CLOSED_TEMPORARILY,"Dr Baba Saheb Ambedkar Rd, Opp. Ibaco, Gawaliwada, Camp, Pune, Maharashtra 411001, India",Ohel David Synagogue,TRUE,ChIJCZiTN0XAwjsRfQJx2ZVhAjs,"{'compound_code': 'GV9F+PV Camp, Pune, Maharashtra', 'global_code': '7JCMGV9F+PV'}",3.9,"['synagogue', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",237,-1,synagogue,-1,18.5192742,73.874652
CLOSED_TEMPORARILY,"पोलिस वसाहत, नवा, Police Colony, Nagpada, Byculla, Mumbai, Maharashtra 400008, India",Magen David Synagogue,TRUE,ChIJ5YF_lkDO5zsRKdmtZrViHTo,"{'compound_code': 'XR8J+QV Byculla, Mumbai, Maharashtra', 'global_code': '7JCJXR8J+QV'}",3.9,"['synagogue', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",125,-1,synagogue,-1,18.9669478,72.8322211
OPERATIONAL,"Jalna Road, Chilkalthana, Aurangabad, Maharashtra 431006, India",Aurangabad Airport,-1,ChIJh3bjGgej2zsRZp59kcFhQGc,"{'compound_code': 'V98W+W8 Chilkalthana, Aurangabad, Maharashtra', 'global_code': '7JFQV98W+W8'}",4.2,"['airport', 'point_of_interest', 'establishment']",830,-1,synagogue,-1,19.8673554,75.395796
OPERATIONAL,"55, Dr. V.B. Gandhi Marg, Fort, Mumbai, Maharashtra 400023, India",Keneseth Eliyahoo Synagogue,-1,ChIJaQj5g8PR5zsRP6q-EkQeCUU,"{'compound_code': 'WRHM+72 Mumbai, Maharashtra', 'global_code': '7JCJWRHM+72'}",4.5,"['synagogue', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",217,{'open_now': False},synagogue,-1,18.9281378,72.8325845
CLOSED_TEMPORARILY,"Mahatma Gandhi Rd, Mominpada, Old Panvel, Panvel, Navi Mumbai, Maharashtra 410206, India",Beth El Synagogue Panvel,TRUE,ChIJTaqs1Gzo5zsRMJwtXLfJfaA,"{'compound_code': 'X4M6+CH Panvel, Navi Mumbai, Maharashtra', 'global_code': '7JCMX4M6+CH'}",4.5,"['synagogue', 'place_of_worship', 'point_of_interest', 'establishment']",22,-1,synagogue,-1,18.9835889,73.1114856
OPERATIONAL,"Shop no g.7 patel tower, Adalat Rd, near chunnilal petrol pump, Aurangabad, Maharashtra 431001, India",Shreyas travels,-1,ChIJUYv6x5KZ2zsROSDXGTRisNs,"{'compound_code': 'V8CC+WM Aurangabad, Maharashtra', 'global_code': '7JFQV8CC+WM'}",2.8,"['point_of_interest', 'establishment']",9,{'open_now': True},synagogue,-1,19.872331,75.3217038
CLOSED_TEMPORARILY,"1, Gokul Dham, Near Cada Office, Gajanan Maharaj Mandir Road, Gajanan Maharaj Mandir Road, Aurangabad, Maharashtra 431005, India",Gaurav Travels,TRUE,ChIJY7xpoxWY2zsRZ4OIHv1x64o,"{'compound_code': 'V9C2+VP Aurangabad, Maharashtra', 'global_code': '7JFQV9C2+VP'}",4.9,"['travel_agency', 'point_of_interest', 'establishment']",13,-1,synagogue,-1,19.8722469,75.3518611
CLOSED_TEMPORARILY,"Tantan Pura Building, 90, Mathew Rd, Bhat Bazar, Pydhonie, Mandvi, Mumbai, Maharashtra 400003, India",Share Rason Synagogue,TRUE,ChIJMy-N0iTO5zsRhL5LwCGhxOA,"{'compound_code': 'XR3P+VF Mandvi, Mumbai, Maharashtra', 'global_code': '7JCJXR3P+VF'}",4.1,"['synagogue', 'place_of_worship', 'point_of_interest', 'establishment']",10,-1,synagogue,-1,18.9547483,72.8362227
CLOSED_TEMPORARILY,"Nirala, Bazar, Shop No.5 Near Yashwantrao Chavan Natyagruha, Opp. SBI Bank, Sanmitra Colony, Aurangabad, Maharashtra 431001, India",Amit Tours & Travels,TRUE,ChIJb_oyCW2Y2zsRM96yCmtAkro,"{'compound_code': 'V8HH+X2 Aurangabad, Maharashtra', 'global_code': '7JFQV8HH+X2'}",4.3,"['travel_agency', 'point_of_interest', 'establishment']",39,-1,synagogue,-1,19.8798809,75.3276062
CLOSED_TEMPORARILY,"Arth Complex, 10, Adalat Rd, Aurangabad, Maharashtra 431001, India",Musafir Travels,TRUE,ChIJVScs2miY2zsRR8R6A7mnVvM,"{'compound_code': 'V8FF+54 Aurangabad, Maharashtra', 'global_code': '7JFQV8FF+54'}",3.7,"['travel_agency', 'car_rental', 'point_of_interest', 'establishment']",363,-1,synagogue,-1,19.872926,75.322838
CLOSED_TEMPORARILY,"Wakad, Kannad, Maharashtra 431147, India",Sant nirankari bhavan,TRUE,ChIJR1s7a4Df2zsRZYxlW2o_Tsc,"{'compound_code': '9CJ8+99 Wakad, Maharashtra', 'global_code': '7JGQ9CJ8+99'}",0,"['place_of_worship', 'point_of_interest', 'establishment']",0,-1,synagogue,-1,20.3809034,75.4159665
CLOSED_TEMPORARILY,"Kotkar Nagar, Kedgaon, Ahmednagar, Maharashtra 414005, India",Church of The Nazarene,TRUE,ChIJS_Zv19-w3DsRXlEGlEYR3U4,"{'compound_code': '3P86+V2 Kedgaon, Ahmednagar, Maharashtra', 'global_code': '7JFP3P86+V2'}",4.2,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",21,-1,synagogue,-1,19.0672369,74.7100635
CLOSED_TEMPORARILY,"Church Layout, Chaitanyawadi, Buldana, Maharashtra 443001, India",Church of the Nazarene,TRUE,ChIJH7r6Tv8d2jsRWdHAV3ipoEo,"{'compound_code': 'G5MM+JF Chaitanyawadi, Buldana, Maharashtra', 'global_code': '7JGRG5MM+JF'}",4.1,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",9,-1,synagogue,-1,20.5340375,76.1836786
CLOSED_TEMPORARILY,"Central Bus Stand Road, Mhada, Aurangabad, Maharashtra 431001, India",Siddharth Garden and Zoo,TRUE,ChIJS7NX-UCY2zsR90dknaNvEFQ,"{'compound_code': 'V8H8+V3 Aurangabad, Maharashtra', 'global_code': '7JFQV8H8+V3'}",3.9,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",9133,-1,tourist_attraction,-1,19.8797045,75.3151286
OPERATIONAL,"API Rd, MIDC Industrial Area, Chilkalthana, Aurangabad, Maharashtra 431210, India",Prozone Mall,-1,ChIJbfCcQ-6i2zsRN9zbh6ibUBo,"{'compound_code': 'V9GC+RG Chilkalthana, Aurangabad, Maharashtra', 'global_code': '7JFQV9GC+RG'}",4.3,"['shopping_mall', 'point_of_interest', 'establishment']",20466,{'open_now': True},tourist_attraction,-1,19.877019,75.3712662
-1,"Gulmandi, Shahgunj, Aurangabad, Maharashtra 431001, India",Gulmandi,-1,ChIJWRrfDBKY2zsR_AUyvroKfqQ,-1,-1,"['sublocality_level_2', 'sublocality', 'political']",-1,-1,tourist_attraction,-1,19.8847144,75.3288282
OPERATIONAL,"Plot no- 77, 439, Al-Hilal Colony, Himayat Bagh, Aurangabad, Maharashtra 431004, India",Himayat Bagh,-1,ChIJLyS2MAKY2zsRLXlHbLZ6gpQ,"{'compound_code': 'V8XM+HH Himayat Bagh, Aurangabad, Maharashtra', 'global_code': '7JFQV8XM+HH'}",4.3,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",2973,{'open_now': True},tourist_attraction,-1,19.8989411,75.3339299
-1,"Aurangabad, Maharashtra, India",Aurangabad,-1,ChIJY7xpoxWY2zsRPqeiKYtTLXE,-1,-1,"['locality', 'political']",-1,-1,tourist_attraction,-1,19.8761653,75.3433139
CLOSED_TEMPORARILY,"Near Govt. Arts and Science college, Himayat Bagh, Aurangabad, Maharashtra 431004, India",Chhatrapati Shivaji Maharaj Museum,TRUE,ChIJX166qQiY2zsRTaNfETxOmrc,"{'compound_code': 'V8VP+R9 Himayat Bagh, Aurangabad, Maharashtra', 'global_code': '7JFQV8VP+R9'}",4.2,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",926,-1,tourist_attraction,-1,19.8946229,75.3358822
CLOSED_TEMPORARILY,"Grishneswar temple Road, Aurangabad, Maharashtra 431101, India",Aurangabad Caves View Point,TRUE,ChIJL5a-VU6X2zsRbu8FqysetrY,"{'compound_code': 'W8C9+4C Aurangabad, Maharashtra', 'global_code': '7JFQW8C9+4C'}",0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,-1,tourist_attraction,-1,19.920328,75.318588
CLOSED_TEMPORARILY,"Dr Babasaheb Ambedkar Marathwada University Campus, Jaisingpura, Aurangabad, Maharashtra 431004, India",Soneri Mahal,TRUE,ChIJ0_xvrImX2zsROO_vx5HVFHo,"{'compound_code': 'W845+MR Aurangabad, Maharashtra', 'global_code': '7JFQW845+MR'}",4.2,"['tourist_attraction', 'point_of_interest', 'establishment']",1404,-1,tourist_attraction,-1,19.9066734,75.3095093
OPERATIONAL,"Gut no. 106 Walmi-Waluj Road, Nakshtra Wadi MBR, Aurangabad, Maharashtra 431005, India",Pallawankur Agro Tourism,-1,ChIJJXNbQDuZ2zsRbPA1qFV0FfY,"{'compound_code': 'R7FJ+XP Aurangabad, Maharashtra', 'global_code': '7JFQR7FJ+XP'}",4.3,"['tourist_attraction', 'point_of_interest', 'establishment']",83,{'open_now': False},tourist_attraction,-1,19.824979,75.2818618
OPERATIONAL,"Panchakki Rd, Panchakki, Nagsenvan, Aurangabad, Maharashtra 431001, India",Panchakki historical place,-1,ChIJhQ8qks6Z2zsRBLjTQyw3JJc,"{'compound_code': 'V8Q8+M4 Nagsenvan, Aurangabad, Maharashtra', 'global_code': '7JFQV8Q8+M4'}",4,"['point_of_interest', 'establishment']",153,{'open_now': True},tourist_attraction,-1,19.8891287,75.315367
-1,"Salim Ali Lake, Chatrapathi Nagar, N 12, Aurangabad, Maharashtra 431003",Salim Ali Lake,-1,ChIJoZkExKmi2zsR7ayK54vQF58,-1,4.1,"['natural_feature', 'establishment']",77,-1,tourist_attraction,-1,19.899239,75.342286
OPERATIONAL,"Aurangabad, Maharashtra 431136, India",Kanchan Hills,-1,ChIJ878UDgyZ2zsRP7TkDolxcwg,"{'compound_code': 'R79X+WJ Aurangabad, Maharashtra', 'global_code': '7JFQR79X+WJ'}",0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,{'open_now': True},tourist_attraction,-1,19.8197984,75.2990706
CLOSED_TEMPORARILY,"Shahnoorwadi, Aurangabad, Maharashtra 431005, India",Dargha Hazrat Jalne Wale Bapu,TRUE,ChIJ0YElVS6Z2zsRxU2tvSemVg4,"{'compound_code': 'V84M+HF Shahnoorwadi, Aurangabad, Maharashtra', 'global_code': '7JFQV84M+HF'}",0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,-1,tourist_attraction,-1,19.8564941,75.3336674
CLOSED_TEMPORARILY,"Royal Chambers, Bajrang Chowk Rd, Shri Nagar Colony, N-6, Cidco, Aurangabad, Maharashtra 431003, India",Maharana Pratap Singh Bust,TRUE,ChIJX5h-xt-j2zsRFfhjO_k-JAg,"{'compound_code': 'V9Q5+6X Cidco, Aurangabad, Maharashtra', 'global_code': '7JFQV9Q5+6X'}",1,"['tourist_attraction', 'point_of_interest', 'establishment']",1,-1,tourist_attraction,-1,19.8880208,75.3599108
OPERATIONAL,"Mhada, Aurangabad, Maharashtra 431002, India",Siddharth Garden Parking,-1,ChIJ3bxbMUCY2zsRVQG8da653KQ,"{'compound_code': 'V8H8+JP Mhada, Aurangabad, Maharashtra', 'global_code': '7JFQV8H8+JP'}",3.9,"['tourist_attraction', 'point_of_interest', 'establishment']",220,{'open_now': True},zoo,-1,19.8790224,75.3168637
CLOSED_TEMPORARILY,"Shendi, Dam, Bhandardara, Maharashtra 422604, India",bhandardara dam camping,TRUE,ChIJNytVVn923TsR51Frs7nNs-w,"{'compound_code': 'GPRX+52 Bhandardara, Maharashtra', 'global_code': '7JFMGPRX+52'}",4.6,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",26,-1,campground,-1,19.540419,73.747612
OPERATIONAL,"Next To PVR cinema, Mukundwadi Circle, Jalna Road, Aurangabad, Maharashtra 431001, India",Aurangabad Gymkhana Club Hotel,-1,ChIJDW6-6_qi2zsRkXE3n24z_Fo,"{'compound_code': 'V9FH+84 Aurangabad, Maharashtra', 'global_code': '7JFQV9FH+84'}",4.1,"['lodging', 'gym', 'health', 'point_of_interest', 'establishment']",2125,{'open_now': True},campground,-1,19.8733119,75.3778407
CLOSED_TEMPORARILY,"near ratangad rajur road bhandardara village tal-akole dist-ahamednagar, dam, Bhandardara, Maharashtra 422604, India",Bhandardara Lake camping,TRUE,ChIJLff1szZ03TsRtjV69sRUFaA,"{'compound_code': 'FQW3+FQ Bhandardara, Maharashtra', 'global_code': '7JFMFQW3+FQ'}",4.5,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",222,-1,campground,-1,19.4961386,73.7544963
CLOSED_TEMPORARILY,"shendi, Bhandardara, Maharashtra 422604, India",Lake Side Camping,TRUE,ChIJu1eHkOl13TsR-zj6RargPXM,"{'compound_code': 'GQX4+V8 Bhandardara, Maharashtra', 'global_code': '7JFMGQX4+V8'}",5,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",24,-1,campground,-1,19.5496719,73.7558244
CLOSED_TEMPORARILY,"Gholvad - Bordi Rd, Bordi, Maharashtra 401701, India",S. R. Save Camping Ground,TRUE,ChIJ5e0KY8cp5zsRcPVyCT2WqIw,"{'compound_code': '3PXM+G6 Bordi, Maharashtra', 'global_code': '7JGJ3PXM+G6'}",3.7,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",22,-1,campground,-1,20.0987629,72.7330917
CLOSED_TEMPORARILY,"At.Gevhande khadak, Ajiwali-Thakursai, Road, Pavana Nagar, Pune, Maharashtra 410406, India",Pawana Tent Camping,TRUE,ChIJW03pQ8CpwjsRPBK_gr24ZSY,"{'compound_code': 'JFRW+6C Thakursai, Maharashtra', 'global_code': '7JCMJFRW+6C'}",4.6,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",33,-1,campground,-1,18.6405405,73.4960568
CLOSED_TEMPORARILY,"Nashik, Maharashtra 422402, India",Upper Vaitarna Reservoir Camping Location,TRUE,ChIJCWY2382O3TsRpL3ao6dGGv8,"{'compound_code': 'RH58+F3 Saturli, Maharashtra', 'global_code': '7JFMRH58+F3'}",4.6,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",34,-1,campground,-1,19.8086441,73.5652012
CLOSED_TEMPORARILY,"kadav, Lonavla, Maharashtra 411401, India",Camping Village -Pawna Lake,TRUE,ChIJMzMKYBinwjsRXOh4J7brbe0,"{'compound_code': 'JFJG+J5 Lonavla, Maharashtra', 'global_code': '7JCMJFJG+J5'}",3.4,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",418,-1,campground,-1,18.6315831,73.4753836
CLOSED_TEMPORARILY,"Kune Village, Khandala, Maharashtra 410302, India",Canyon Valley,TRUE,ChIJ_____9MA6DsROynWo6eJ1oA,"{'compound_code': 'Q99G+MP Khandala, Lonavla, Maharashtra', 'global_code': '7JCMQ99G+MP'}",4.6,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",42,-1,campground,-1,18.7692034,73.3767641
CLOSED_TEMPORARILY,"lake side camp, Bhandardara, Maharashtra 422604, India",Bhandardara Tour Camping,TRUE,ChIJ4xgaTTR13TsRAhGmh7KTjt0,"{'compound_code': 'GQQ9+2Q Bhandardara, Maharashtra', 'global_code': '7JFMGQQ9+2Q'}",5,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",13,-1,campground,-1,19.5375291,73.7694815
OPERATIONAL,"Police Station, Chhaya Book Palace Building, Beside, SB College Rd, Aurangpura, Aurangabad, Maharashtra 431001, India",Hotel Chhaya Aurangabad,-1,ChIJ9SXlqxOY2zsR7nMHyL_ILQk,"{'compound_code': 'V8MH+JC Aurangpura, Aurangabad, Maharashtra', 'global_code': '7JFQV8MH+JC'}",4.3,"['lodging', 'point_of_interest', 'establishment']",54,{'open_now': True},campground,-1,19.8840084,75.3285236
CLOSED_TEMPORARILY,"Wakadpada, Khodala, Sayade, Maharashtra 401604, India",Moonlight Camping - Igatpuri Camping and Watersports,TRUE,ChIJX_6XAX1j5zsRQ-bYydUG5R8,"{'compound_code': 'QC9Q+H7 Sayade, Maharashtra', 'global_code': '7JFMQC9Q+H7'}",4.9,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",10,-1,campground,-1,19.7688892,73.4382239
CLOSED_TEMPORARILY,"Beach, Access road, Revdanda, Maharashtra 402203, India",Revdanda Beach Camping by Escapers.in,TRUE,ChIJu9pxytFv6DsRvxJdWi57gug,"{'compound_code': 'HW69+HM Revdanda, Maharashtra', 'global_code': '7JCJHW69+HM'}",4.6,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",11,-1,campground,-1,18.5614541,72.9192294
CLOSED_TEMPORARILY,"Khinger Rd, Panchgani, Maharashtra 412805, India",Panchgani Adventure,TRUE,ChIJ4-_tVmpowjsRn3m1MxTuB74,"{'compound_code': 'WR48+V3 Panchgani, Maharashtra', 'global_code': '7J9MWR48+V3'}",4.9,"['campground', 'travel_agency', 'lodging', 'park', 'point_of_interest', 'establishment']",15,-1,campground,-1,17.907219,73.8152067
CLOSED_TEMPORARILY,"Flat no. 12 pashupati apartment, shivtirth Nagar, Pune, Maharashtra 411038, India",Camping Near Pune,TRUE,ChIJUajLGru_wjsRITXabH9_VbE,"{'compound_code': 'GR66+R3 Pune, Maharashtra', 'global_code': '7JCMGR66+R3'}",5,"['campground', 'travel_agency', 'lodging', 'park', 'point_of_interest', 'establishment']",1,-1,campground,-1,18.512111,73.810187
CLOSED_TEMPORARILY,"Adoshi dam, Mandad Atkargaon, Maharashtra 410203, India",TentsnTrails,TRUE,ChIJN_o8-ZoH6DsR_bEx2RY1OXI,"{'compound_code': 'Q85C+54 Mandad Atkargaon, Maharashtra', 'global_code': '7JCMQ85C+54'}",4.7,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",54,-1,campground,-1,18.7579948,73.3202558
