,City,Link
0,Konark Sun Temple,/orissa/konark/konark-sun-temple
1,Konark Museum / Archaeological Museum,/orissa/konark/konark-museum-archaeological-museum
2,Konark Sea Beach / Chandrabhaga Beach,/orissa/konark/konark-sea-beach-chandrabhaga-beach
3,Ramachandi Temple & Beach,/orissa/konark/ramachandi-temple-beach
4,Kuruma,/orissa/konark/kuruma
5,Astaranga Beach,/orissa/konark/astaranga-beach
6,Varahi Devi Temple - Chaurasi,/orissa/konark/varahi-devi-temple-chaurasi
7,Maa Mangala Temple - Kakatpur,/orissa/konark/maa-mangala-temple-kakatpur
